"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, comments and shares",Reactions,Comments,Shares,"Total clicks","Link clicks","Other clicks","Matched audience targeting consumption (Photo Click)","Views from Organic posts","Views from Boosted posts","Reach from Organic posts","Reach from Boosted posts","3-second video views","1-minute video views","3-second viewers","1-minute viewers","3-second video views from Boosted posts","3-second video views from Organic posts","1-minute video views from Recommendations","1-minute video views from Shares","1-minute video views from Followers","1-minute video views from Boosted posts","Seconds viewed from Recommendations","Seconds viewed from Shares","Seconds viewed from Followers","Seconds viewed from Boosted posts","Average Seconds viewed from Recommendations","Average Seconds viewed from Shares","Average Seconds viewed from Followers","Average Seconds viewed from Boosted posts","Negative feedback from users","Unique negative feedback from users","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Ad CPM (USD)","Ad impressions","Percentage of total views at interval 0","Percentage of total views at interval 1","Percentage of total views at interval 2","Percentage of total views at interval 3","Percentage of total views at interval 4","Percentage of total views at interval 5","Percentage of total views at interval 6","Percentage of total views at interval 7","Percentage of total views at interval 8","Percentage of total views at interval 9","Percentage of total views at interval 10","Percentage of total views at interval 11","Percentage of total views at interval 12","Percentage of total views at interval 13","Percentage of total views at interval 14","Percentage of total views at interval 15","Percentage of total views at interval 16","Percentage of total views at interval 17","Percentage of total views at interval 18","Percentage of total views at interval 19","Percentage of total views at interval 20","Percentage of total views at interval 21","Percentage of total views at interval 22","Percentage of total views at interval 23","Percentage of total views at interval 24","Percentage of total views at interval 25","Percentage of total views at interval 26","Percentage of total views at interval 27","Percentage of total views at interval 28","Percentage of total views at interval 29","Percentage of total views at interval 30","Percentage of total views at interval 31","Percentage of total views at interval 32","Percentage of total views at interval 33","Percentage of total views at interval 34","Percentage of total views at interval 35","Percentage of total views at interval 36","Percentage of total views at interval 37","Percentage of total views at interval 38","Percentage of total views at interval 39","Percentage of total views at interval 40","Percentage of 15-second views at interval 0","Percentage of 15-second views at interval 1","Percentage of 15-second views at interval 2","Percentage of 15-second views at interval 3","Percentage of 15-second views at interval 4","Percentage of 15-second views at interval 5","Percentage of 15-second views at interval 6","Percentage of 15-second views at interval 7","Percentage of 15-second views at interval 8","Percentage of 15-second views at interval 9","Percentage of 15-second views at interval 10","Percentage of 15-second views at interval 11","Percentage of 15-second views at interval 12","Percentage of 15-second views at interval 13","Percentage of 15-second views at interval 14","Percentage of 15-second views at interval 15","Percentage of 15-second views at interval 16","Percentage of 15-second views at interval 17","Percentage of 15-second views at interval 18","Percentage of 15-second views at interval 19","Percentage of 15-second views at interval 20","Percentage of 15-second views at interval 21","Percentage of 15-second views at interval 22","Percentage of 15-second views at interval 23","Percentage of 15-second views at interval 24","Percentage of 15-second views at interval 25","Percentage of 15-second views at interval 26","Percentage of 15-second views at interval 27","Percentage of 15-second views at interval 28","Percentage of 15-second views at interval 29","Percentage of 15-second views at interval 30","Percentage of 15-second views at interval 31","Percentage of 15-second views at interval 32","Percentage of 15-second views at interval 33","Percentage of 15-second views at interval 34","Percentage of 15-second views at interval 35","Percentage of 15-second views at interval 36","Percentage of 15-second views at interval 37","Percentage of 15-second views at interval 38","Percentage of 15-second views at interval 39","Percentage of 15-second views at interval 40","3-second video views by top audience (F, 25-34)","3-second video views by top audience (F, 35-44)","3-second video views by top audience (M, 35-44)","3-second video views by top audience (F, 18-24)","3-second video views by top audience (M, 25-34)","3-second video views by top audience (M, 18-24)","3-second video views by top audience (F, 45-54)","3-second video views by top audience (M, 45-54)","3-second video views by top audience (M, 55-64)","3-second video views by top audience (F, 55-64)","3-second video views by top audience (F, 65+)","3-second video views by top audience (M, 65+)","3-second video views by country (Philippines (PH))","3-second video views by country (Thailand (TH))","3-second video views by country (Bangladesh (BD))","3-second video views by country (Malaysia (MY))","3-second video views by country (Brazil (BR))","3-second video views by country (Indonesia (ID))","3-second video views by country (Sri Lanka (LK))","3-second video views by country (United Kingdom (GB))","3-second video views by country (United States (US))","3-second video views by country (Germany (DE))","3-second video views by country (Pakistan (PK))","3-second video views by country (Bhutan (BT))","3-second video views by country (India (IN))","3-second video views by country (Australia (AU))","3-second video views by country (Mexico (MX))","3-second video views by country (Singapore (SG))","3-second video views by country (United Arab Emirates (AE))","3-second video views by country (Laos (LA))","3-second video views by country (Vietnam (VN))","3-second video views by country (Saudi Arabia (SA))","3-second video views by country (Canada (CA))","3-second video views by country (Myanmar (MM))","3-second video views by country (Nepal (NP))","3-second video views by country (Denmark (DK))"
592695306849718,100083277612175,"Waste Hero Education","🔄 Rethink, reduce, reuse! From practical tips to life-changing habits, discover everything you and your friends or family need to know about sustainable living at https://bit.ly/3Qkypc4 Let’s protect our planet! 🌍💚

 #EcoConscious #LearnToRecycle #YouthEmpowerment #WasteHeroEducation #ZeroWaste #ZeroWasteEducationSchool #ZeroWasteEducation #ZeroWasteSchool",,0,"01/08/2025 11:30",N/A,https://www.facebook.com/wasteher0/posts/pfbid0kzSTCcPAgReomgZ7rscgRcnRa575k4oZon1mYx2GBmTNpCwmGFVphLYsvRKffGkLl,0,0,Photos,,,,,Lifetime,102,59,2,2,0,0,0,,,,102,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589407200511862,100083277612175,"Waste Hero Education","🌍✨ New Year, New You! Ready to Become a Waste Hero? ✨🌍
Start your journey toward a greener planet today! Follow these simple 4 steps and learn more at www.wasteheroeducation.com! 

#EcoConscious #LearnToRecycle #YouthEmpowerment #WasteHeroEducation #ZeroWaste #ZeroWasteEducationSchool #ZeroWasteEducation #ZeroWasteSchool",,0,"01/03/2025 13:00",N/A,https://www.facebook.com/wasteher0/posts/pfbid02BacbFFU2FsQU7n98Han315MBxVgwBpkzvDQCmEUudtQZN4d7haaxzgjc4Z5MBiPcl,0,0,Photos,,,,,Lifetime,377,217,9,5,0,4,0,,,,377,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864641712988408,100083277612175,"Waste Hero Education","Make your Christmas a little greener this year! 🎄♻️
Here are a few holiday items you can recycle or reuse to reduce waste and give materials a second life:

✨ Wrapping paper
🎁 Present boxes
💡 Christmas lights
🎄 Christmas trees
🎨 Holiday cards (turn them into gift tags or crafts!)
⭐ Christmas ornaments 

Small actions add up—especially during the holidays.
Learn more about zero-waste living at WasteHeroEducation.com.

#WasteHero #ZeroWasteHolidays #RecycleRight #SustainableChristmas #CircularEconomy",,0,"12/29/2025 06:00",N/A,https://www.facebook.com/wasteher0/posts/pfbid0L2kUk3ciDDK2SsTBLzJbdQh1qH25q2ZMvxiG4ktXfhrfx3iceoVieN7ZzqoPgVhrl,0,0,Photos,,,,,Lifetime,117,68,1,1,0,0,3,,3,,117,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863044846481428,100083277612175,"Waste Hero Education","Great news for this year! 🎉💻
Our Waste Hero: Recycling & Circular Economy course is now available on Udemy, designed to make learning about sustainability in motion, practical, and easy for all ages.

Inside the course, you’ll find:
✔️ Simple, family-friendly lessons
✔️ Practical tips you can use at home
✔️ Quizzes and downloadable activities
✔️ Captions and translations to support every learner

Build zero-waste habits together and empower your kids to become real-life Waste Heroes. 🌍♻️
Start learning today at https://loom.ly/GQ7WtlE 

#WasteHeroEducation #FamilyLearning #EcoFriendlyLiving #ZeroWasteHome #SustainabilityForFamilies #UdemyCourse",,0,"12/26/2025 23:00",N/A,https://www.facebook.com/wasteher0/posts/pfbid02Rv97Mbf8hhs5nMuJRS3U8siaKb9uCKAVCPw4mDtxjEbEwKn4jsHhXLXsPiuuxPJ7l,0,0,Photos,,,,,Lifetime,148,86,3,3,0,0,1,,1,,148,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861619946623918,100083277612175,"Waste Hero Education","Wishing you a Merry Christmas, Happy Holiday and Happy New Year 🌟♻️
May your holidays be merry, bright, and kinder to the planet. 🎄🌍

Waste Hero Education is a global learning program designed for K–12 and university students, offering resources that make sustainability easy, engaging, and accessible for all.
Here’s what you can explore:
♻️ 19 free lesson plans
♻️ A 6-level curriculum for K–12 and university learners
♻️ Teacher scripts with guiding questions for smooth classroom delivery
♻️ Available in 10 languages 🎉

Discover how to build zero-waste habits through our free resources — visit www.WasteHeroEducation.com

#WasteHeroEducation #EcoConscious #LearnToRecycle #GreenHolidays #SustainableSeason",,0,"12/24/2025 21:00",N/A,https://www.facebook.com/wasteher0/posts/pfbid0ZnRNkLCb2S78piegw39BaKFxk1zzzzdVddfUsPbVcDx1JWMsktbzMJSAqhYnGdXVl,0,0,Photos,,,,,Lifetime,143,82,4,3,1,0,3,,3,,143,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860432076742705,100083277612175,"Waste Hero Education","Did you know? 🎁🌍
The amount of discarded wrapping paper during the holiday season could stretch all the way from Earth to the Moon! That’s 384,400 km of waste!

This Christmas, let’s rethink our habits.
Choose reusable wrapping, recycle properly, and keep our planet at the top of the nice list. 🎄♻️✨

Small actions make a big difference. Learn more at www.WasteHeroEducation.com 

#WasteHeroEducation #ZeroWasteHolidays #RecycleRight #CircularEconomy #EcoFriendlyGifts #SustainableSeason",,0,"12/23/2025 05:00",N/A,https://www.facebook.com/wasteher0/posts/pfbid0RhaiNH87XvjqfMsdGPkDrvr1AZEmeAQimo9mVdFspUsEiKu7UPovQVHKAdDzXpK7l,0,0,Photos,,,,,Lifetime,136,81,2,2,0,0,1,,1,,136,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858937536892159,100083277612175,"Waste Hero Education","Holiday season + family time = the perfect moment to start fresh eco-habits! 🎄♻️
Recycle better, waste less, and choose circular solutions this festive season.

#WasteHeroEducation #EcoConscious #LearnToRecycle #GreenHolidays #SustainableSeason","Holiday season + family time = the perfect moment to start fresh eco-habits! 🎄♻️
Recycle better, waste less, and choose circular solutions this festive season.

#WasteHeroEducation #EcoConscious #LearnToRecycle #GreenHolidays #SustainableSeason",13,"12/21/2025 04:00",N/A,https://www.facebook.com/reel/787702440944840/,0,0,Videos,,,,,Lifetime,98,82,0,0,0,0,0,,,,98,0,82,0,15,0,14,0,0,15,0,0,0,0,99.002,0,140.59,0,5.501,0,1.981,0,0,0,239.592,2.692,0,0,0,1,1,1,1,0.8,0.67,0.53,0.53,0.47,0.33,0.27,0.27,0.27,0.27,0.27,0.13,0.13,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857163230402923,100083277612175,"Waste Hero Education","Last month, Waste Hero had the opportunity to visit St. Andrews School Sukhumvit 71, Bangkok,Thailand, engaging with the enthusiastic members of the St. Andrews Eco Beast Club. 💡

With recycling as one of the club’s key focus areas, the Waste Hero team led by Sam Shwartz, delivered an interactive classroom session that combined learning with play. Students explored recycling best practices through hands-on activities, including matching everyday items to the correct recycling categories.

The Eco Beasts showed particular curiosity about the seven different types of plastic. They had the opportunity to examine each type up close and learn key differences, such as which plastics are most recyclable (e.g. PET Type 1) and which cannot be recycled. ♻️ ❌

Across two days and two classes, students gained a broader understanding of recycling systems and the circular economy, equipping them with practical knowledge to support more sustainable habits.

Thank you to St. Andrews School Sukhumvit 71 and the Eco Beast Club for the warm welcome and inspiring engagement. 

Interested in having Waste Hero join your classroom? Let us know or email us at WasteHero@yunus-thailand.org we would love to connect. 

#WasteHeroEducation #EcoTeaching #EducationForSustainability #CircularEconomy #WasteHeroSchool",,0,"12/18/2025 20:00",N/A,https://www.facebook.com/wasteher0/posts/pfbid0czqqCHXskWzxvT2fBtbESdGYiV2jz6bYKc8quNaQdifpLEWWbjyBkCC9o98EvNUVl,0,0,Photos,,,,,Lifetime,155,77,3,3,0,0,2,,2,,155,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855893113863268,100083277612175,"Waste Hero Education","Tips for Christmas Eco-conscious Edition! 🌿✨
Check out these simple tips to make this season eco-friendly and joyously sustainable! 🎄♻️ 🔄
.
Learn more about zero waste, recycling, and the circular economy with your loved ones during this break via www.WasteHeroEducation.com
.
#WasteHeroEducation #EcoConscious #LearnToRecycle #GreenHolidays #SustainableSeason",,0,"12/17/2025 02:00",N/A,https://www.facebook.com/wasteher0/posts/pfbid04XJ7xsctAHvXP5pu9qjTYAv7JrANeVDs2THja3c4K9a9CmcaPq94p1heGzgsbRf4l,0,0,Photos,,,,,Lifetime,164,74,2,2,0,0,0,,,,164,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854513297334583,100083277612175,"Waste Hero Education","Need Christmas gift inspo? Swipe for eco-friendly ideas ➡️

Elevate your gift game this season with thoughtful presents for a Waste Hero that spread joy. 🌍🎁
Explore simple, accessible, and meaningful gift options to make your holidays brighter and greener.

Learn more about recycling, zero waste, and the circular economy through our free resources available via www.WasteHeroEducation.com",,0,"12/15/2025 03:00",N/A,https://www.facebook.com/wasteher0/posts/pfbid0SA1cSZQg3FNrW85guRG3LuRHfs16em5jdjJWn7dWnHrBPD6GSBgk6iUQ6qGdzNVxl,0,0,Text,,,,,Lifetime,146,65,0,0,0,0,1,1,,,146,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
